RUS,27.4
LEC,22.8
ANT,23.2
HAM,22.5
PIA,25.5
NOR,27.2
VER,27.7
OCO,7.3
BEA,7.4
LIN,6.2
HAD,15.1
LAW,6.5
COL,6.2
BOR,6.4
HUL,6.8
GAS,12
PER,6
ALB,11.6
BOT,5.9
SAI,11.8
STR,8
ALO,10
